date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:23:59	72636/72636	---MC-	200	added ('OK')	text/html	date:Sun,%2020%20Sep%202020%2011:23:59%20GMT	https://web.dominos.co.kr/goods/list?dsp_ctgr=C0101&return_code_01=RSD112P1&return_dsp_ctgr=C0201	C:/My%20Web%20Sites/domino/web.dominos.co.kr/goods/list9be7.html	(from https://web.dominos.co.kr/goods/detail?dsp_ctgr=C0201&code_01=RSD112P1&dough_gb=)
20:24:00	262923/262923	---M--	200	added ('OK')	image/jpeg	etag:126af9b1:4030b	https://cdn.dominos.co.kr/admin/upload/goods/20200309_Z7RyBpr3.jpg	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/admin/upload/goods/20200309_Z7RyBpr3.jpg	(from https://web.dominos.co.kr/goods/detail?dsp_ctgr=C0201&code_01=RSD112P1&dough_gb=)
20:24:00	72636/72636	---MC-	200	added ('OK')	text/html	date:Sun,%2020%20Sep%202020%2011:23:59%20GMT	https://web.dominos.co.kr/goods/list?dsp_ctgr=C0101&return_code_01=RSD111P1&return_dsp_ctgr=C0201	C:/My%20Web%20Sites/domino/web.dominos.co.kr/goods/liste167.html	(from https://web.dominos.co.kr/goods/detail?dsp_ctgr=C0201&code_01=RSD111P1&dough_gb=)
20:24:02	1527/1527	---MC-	200	added ('OK')	text/css	date:Sun,%2020%20Sep%202020%2011:24:00%20GMT	http://fonts.googleapis.com/earlyaccess/notosanskr.css	C:/My%20Web%20Sites/domino/fonts.googleapis.com/earlyaccess/notosanskr.css	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:02	108301/108301	---M--	200	added ('OK')	image/png	etag:35f18a94:1a70d	https://cdn.dominos.co.kr/renewal2018/w/img/ico/spr_ico.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/ico/spr_ico.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:02	262989/262989	---M--	200	added ('OK')	image/jpeg	etag:126afa37:4034d	https://cdn.dominos.co.kr/admin/upload/goods/20200309_E1hyl5yq.jpg	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/admin/upload/goods/20200309_E1hyl5yq.jpg	(from https://web.dominos.co.kr/goods/detail?dsp_ctgr=C0201&code_01=RSD111P1&dough_gb=)
20:24:02	182/182	---M--	200	added ('OK')	image/png	etag:1f88b5d0:b6	https://cdn.dominos.co.kr/renewal2018/w/img/bg/bg_dot_line3.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/bg/bg_dot_line3.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:02	73360/73360	---M--	200	added ('OK')	image/png	etag:30d19ea1:11e90	https://cdn.dominos.co.kr/renewal2018/w/img/img_special_bg.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/img_special_bg.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:02	386/386	---M--	200	added ('OK')	image/png	etag:1f88b712:182	https://cdn.dominos.co.kr/renewal2018/w/img/bg/bg_dot_repeat.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/bg/bg_dot_repeat.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:03	236181/236181	---M--	200	added ('OK')	image/png	etag:1f88b6a2:39a95	https://cdn.dominos.co.kr/renewal2018/w/img/img_vision_main.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/img_vision_main.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:03	25692/25692	---M--	200	added ('OK')	image/png	etag:1f88b560:645c	https://cdn.dominos.co.kr/renewal2018/w/img/lst_international.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/lst_international.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:03	35325/35325	---M--	200	added ('OK')	image/png	etag:1f88b561:89fd	https://cdn.dominos.co.kr/renewal2018/w/img/lst_international2.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/lst_international2.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:03	25502/25502	---M--	200	added ('OK')	image/png	etag:1f88b561:639e	https://cdn.dominos.co.kr/renewal2018/w/img/lst_international3.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/lst_international3.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:03	69758/69758	---M--	200	added ('OK')	image/png	etag:1f88b6a5:1107e	https://cdn.dominos.co.kr/renewal2018/w/img/lst_international4.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/lst_international4.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:04	43050/43050	---M--	200	added ('OK')	image/png	etag:1f88b561:a82a	https://cdn.dominos.co.kr/renewal2018/w/img/lst_international5.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/lst_international5.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:04	142061/142061	---M--	200	added ('OK')	image/jpeg	etag:18adea79:22aed	https://cdn.dominos.co.kr/renewal2018/w/img/img_international_main.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/img_international_main.jpg	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:04	128/128	---M--	200	added ('OK')	image/png	etag:1f88b712:80	https://cdn.dominos.co.kr/renewal2018/w/img/bg/bg_dot_line4.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/bg/bg_dot_line4.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:04	125/125	---M--	200	added ('OK')	image/png	etag:1f88b712:7d	https://cdn.dominos.co.kr/renewal2018/w/img/bg/bg_dot_line5.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/bg/bg_dot_line5.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:04	16891/16891	---M--	200	added ('OK')	image/png	etag:1f88b569:41fb	https://cdn.dominos.co.kr/renewal2018/w/img/spr_franchisee.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/spr_franchisee.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:05	125/125	---M--	200	added ('OK')	image/png	etag:1f88b712:7d	https://cdn.dominos.co.kr/renewal2018/w/img/bg/bg_dot_line.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/bg/bg_dot_line.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:05	91/91	---M--	200	added ('OK')	image/png	etag:1f88b712:5b	https://cdn.dominos.co.kr/renewal2018/w/img/bul/bul_dot.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/bul/bul_dot.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:05	189/189	---M--	200	added ('OK')	image/png	etag:1f88b712:bd	https://cdn.dominos.co.kr/renewal2018/w/img/bul/bul_arr_lft.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/bul/bul_arr_lft.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:05	3100/3100	---M--	200	added ('OK')	image/png	etag:1f88b6ad:c1c	https://cdn.dominos.co.kr/renewal2018/w/img/sp_recruitment.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/sp_recruitment.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:06	880/880	---M--	200	added ('OK')	image/png	etag:1f88b563:370	https://cdn.dominos.co.kr/renewal2018/w/img/lst_rank_bg.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/lst_rank_bg.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:06	1489/1489	---M--	200	added ('OK')	image/png	etag:1f88b562:5d1	https://cdn.dominos.co.kr/renewal2018/w/img/lst_jop_step_bg.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/lst_jop_step_bg.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:06	1042/1042	---M--	200	added ('OK')	image/png	etag:1f88b562:412	https://cdn.dominos.co.kr/renewal2018/w/img/lst_jop_step_bg2.png	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/img/lst_jop_step_bg2.png	(from https://cdn.dominos.co.kr/domino/pc/css/as_is.css)
20:24:06	197550/197550	---M-Z	200	added ('OK')	text/css	etag:42e10363:303ae	https://cdn.dominos.co.kr/renewal2018/w/css/common.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/common.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:07	31204/31204	---M-Z	200	added ('OK')	text/css	etag:1f88b511:79e4	https://cdn.dominos.co.kr/renewal2018/w/css/company.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/company.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:07	41942/41942	---M-Z	200	added ('OK')	text/css	etag:482e6c3d:a3d6	https://cdn.dominos.co.kr/renewal2018/w/css/event.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/event.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:07	25853/25853	---M-Z	200	added ('OK')	text/css	etag:3d1846fd:64fd	https://cdn.dominos.co.kr/renewal2018/w/css/specials.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/specials.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:07	53/53	---M-Z	200	added ('OK')	text/css	etag:1f88b511:35	https://cdn.dominos.co.kr/renewal2018/w/css/footer.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/footer.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:08	11189/11189	---M-Z	200	added ('OK')	text/css	etag:1f88b680:2bb5	https://cdn.dominos.co.kr/renewal2018/w/css/main.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/main.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:08	32292/32292	---M-Z	200	added ('OK')	text/css	etag:484cf211:7e24	https://cdn.dominos.co.kr/renewal2018/w/css/mypage.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/mypage.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:08	22133/22133	---M-Z	200	added ('OK')	text/css	etag:36013c62:5675	https://cdn.dominos.co.kr/renewal2018/w/css/product.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/product.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:08	7075/7075	---M-Z	200	added ('OK')	text/css	etag:1f88b680:1ba3	https://cdn.dominos.co.kr/renewal2018/w/css/quick.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/quick.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:08	6058/6058	---M-Z	200	added ('OK')	text/css	etag:1f88b511:17aa	https://cdn.dominos.co.kr/renewal2018/w/css/store.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/store.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:09	43352/43352	---M-Z	200	added ('OK')	text/css	etag:247a72c0:a958	https://cdn.dominos.co.kr/renewal2018/w/css/util.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/util.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:09	29888/29888	---M-Z	200	added ('OK')	text/css	etag:3c8efd71:74c0	https://cdn.dominos.co.kr/renewal2018/w/css/cart_payment.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/cart_payment.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
20:24:09	14616/14616	---M-Z	200	added ('OK')	text/css	etag:1f88b511:3918	https://cdn.dominos.co.kr/renewal2018/w/css/open_voise.css	C:/My%20Web%20Sites/domino/cdn.dominos.co.kr/renewal2018/w/css/open_voise.css	(from https://cdn.dominos.co.kr/renewal2018/w/css/layout.css)
